Id,MSSubClass_60,MSSubClass_20,MSSubClass_70,MSSubClass_50,MSSubClass_190,MSSubClass_45,MSSubClass_90,MSSubClass_120,MSSubClass_30,MSSubClass_85,MSSubClass_80,MSSubClass_160,MSSubClass_75,MSSubClass_180,MSSubClass_40,MSZoning_RL,MSZoning_RM,"MSZoning_C (all)",MSZoning_FV,MSZoning_RH,LotFrontage,LotArea,Street_Pave,Street_Grvl,Alley_NA,Alley_Grvl,Alley_Pave,LotShape_Reg,LotShape_IR1,LotShape_IR2,LotShape_IR3,LandContour_Lvl,LandContour_Bnk,LandContour_Low,LandContour_HLS,Utilities_AllPub,Utilities_NoSeWa,LotConfig_Inside,LotConfig_FR2,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR3,LandSlope_Gtl,LandSlope_Mod,LandSlope_Sev,Neighborhood_CollgCr,Neighborhood_Veenker,Neighborhood_Crawfor,Neighborhood_NoRidge,Neighborhood_Mitchel,Neighborhood_Somerst,Neighborhood_NWAmes,Neighborhood_OldTown,Neighborhood_BrkSide,Neighborhood_Sawyer,Neighborhood_NridgHt,Neighborhood_NAmes,Neighborhood_SawyerW,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Edwards,Neighborhood_Timber,Neighborhood_Gilbert,Neighborhood_StoneBr,Neighborhood_ClearCr,Neighborhood_NPkVill,Neighborhood_Blmngtn,Neighborhood_BrDale,Neighborhood_SWISU,Neighborhood_Blueste,Condition1_Norm,Condition1_Feedr,Condition1_PosN,Condition1_Artery,Condition1_RRAe,Condition1_RRNn,Condition1_RRAn,Condition1_PosA,Condition1_RRNe,Condition2_Norm,Condition2_Artery,Condition2_RRNn,Condition2_Feedr,Condition2_PosN,Condition2_PosA,Condition2_RRAn,Condition2_RRAe,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_TwnhsE,BldgType_Twnhs,HouseStyle_2Story,HouseStyle_1Story,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_SFoyer,HouseStyle_SLvl,HouseStyle_2.5Unf,HouseStyle_2.5Fin,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle_Gable,RoofStyle_Hip,RoofStyle_Gambrel,RoofStyle_Mansard,RoofStyle_Flat,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_WdShngl,RoofMatl_Metal,RoofMatl_WdShake,RoofMatl_Membran,RoofMatl_Tar&Grv,RoofMatl_Roll,RoofMatl_ClyTile,Exterior1st_VinylSd,Exterior1st_MetalSd,"Exterior1st_Wd Sdng",Exterior1st_HdBoard,Exterior1st_BrkFace,Exterior1st_WdShing,Exterior1st_CemntBd,Exterior1st_Plywood,Exterior1st_AsbShng,Exterior1st_Stucco,Exterior1st_BrkComm,Exterior1st_AsphShn,Exterior1st_Stone,Exterior1st_ImStucc,Exterior1st_CBlock,Exterior2nd_VinylSd,Exterior2nd_MetalSd,"Exterior2nd_Wd Shng",Exterior2nd_HdBoard,Exterior2nd_Plywood,"Exterior2nd_Wd Sdng",Exterior2nd_CmentBd,Exterior2nd_BrkFace,Exterior2nd_Stucco,Exterior2nd_AsbShng,"Exterior2nd_Brk Cmn",Exterior2nd_ImStucc,Exterior2nd_AsphShn,Exterior2nd_Stone,Exterior2nd_Other,Exterior2nd_CBlock,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,MasVnrType_BrkCmn,MasVnrType_NA,MasVnrArea,ExterQual_Gd,ExterQual_TA,ExterQual_Ex,ExterQual_Fa,ExterCond_TA,ExterCond_Gd,ExterCond_Fa,ExterCond_Po,ExterCond_Ex,Foundation_PConc,Foundation_CBlock,Foundation_BrkTil,Foundation_Wood,Foundation_Slab,Foundation_Stone,BsmtQual_Gd,BsmtQual_TA,BsmtQual_Ex,BsmtQual_NA,BsmtQual_Fa,BsmtCond_TA,BsmtCond_Gd,BsmtCond_NA,BsmtCond_Fa,BsmtCond_Po,BsmtExposure_No,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_Av,BsmtExposure_NA,BsmtFinType1_GLQ,BsmtFinType1_ALQ,BsmtFinType1_Unf,BsmtFinType1_Rec,BsmtFinType1_BLQ,BsmtFinType1_NA,BsmtFinType1_LwQ,BsmtFinSF1,BsmtFinType2_Unf,BsmtFinType2_BLQ,BsmtFinType2_NA,BsmtFinType2_ALQ,BsmtFinType2_Rec,BsmtFinType2_LwQ,BsmtFinType2_GLQ,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating_GasA,Heating_GasW,Heating_Grav,Heating_Wall,Heating_OthW,Heating_Floor,HeatingQC_Ex,HeatingQC_Gd,HeatingQC_TA,HeatingQC_Fa,HeatingQC_Po,CentralAir_Y,CentralAir_N,Electrical_SBrkr,Electrical_FuseF,Electrical_FuseA,Electrical_FuseP,Electrical_Mix,Electrical_NA,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual_Gd,KitchenQual_TA,KitchenQual_Ex,KitchenQual_Fa,TotRmsAbvGrd,Functional_Typ,Functional_Min1,Functional_Maj1,Functional_Min2,Functional_Mod,Functional_Maj2,Functional_Sev,Fireplaces,FireplaceQu_NA,FireplaceQu_TA,FireplaceQu_Gd,FireplaceQu_Fa,FireplaceQu_Ex,FireplaceQu_Po,GarageType_Attchd,GarageType_Detchd,GarageType_BuiltIn,GarageType_CarPort,GarageType_NA,GarageType_Basment,GarageType_2Types,GarageYrBlt,GarageFinish_RFn,GarageFinish_Unf,GarageFinish_Fin,GarageFinish_NA,GarageCars,GarageArea,GarageQual_TA,GarageQual_Fa,GarageQual_Gd,GarageQual_NA,GarageQual_Ex,GarageQual_Po,GarageCond_TA,GarageCond_Fa,GarageCond_NA,GarageCond_Gd,GarageCond_Po,GarageCond_Ex,PavedDrive_Y,PavedDrive_N,PavedDrive_P,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC_NA,PoolQC_Ex,PoolQC_Fa,PoolQC_Gd,Fence_NA,Fence_MnPrv,Fence_GdWo,Fence_GdPrv,Fence_MnWw,MiscFeature_NA,MiscFeature_Shed,MiscFeature_Gar2,MiscFeature_Othr,MiscFeature_TenC,MiscVal,MoSold,YrSold,SaleType_WD,SaleType_New,SaleType_COD,SaleType_ConLD,SaleType_ConLI,SaleType_CWD,SaleType_ConLw,SaleType_Con,SaleType_Oth,SaleCondition_Normal,SaleCondition_Abnorml,SaleCondition_Partial,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SalePrice,LogSalePrice
623,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,71,7064,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5,6,1977,1977,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,153,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,560,1,0,0,0,0,0,0,0,420,980,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,980,0,0,980,0,0,1,0,3,1,0,1,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1986,0,1,0,0,2,484,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,192,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7,2009,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,135000,11.8130300574206
624,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,2117,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,5,2000,2000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,513,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,420,1,0,0,0,0,0,0,0,336,756,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,756,756,0,1512,0,0,2,1,2,1,1,0,0,0,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2000,0,1,0,0,2,440,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,32,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6,2007,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,168500,12.0346910287746
625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80,10400,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,5,1972,1972,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,288,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,247,1,0,0,0,0,0,0,0,485,732,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1012,778,0,1790,1,0,1,,4,1,0,1,0,0,8,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1972,1,0,0,0,2,484,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,148,0,0,0,147,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,11,2006,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,165150,12.0146094308189
626,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,87,10000,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6,6,1962,1962,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,261,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1116,1116,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1116,0,0,1116,0,0,1,1,3,1,0,1,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1962,0,1,0,0,2,440,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,385,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,2010,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,160000,11.982929094216
627,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,12342,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5,5,1960,1978,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,978,978,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1422,0,0,1422,0,0,1,0,3,1,0,1,0,0,6,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1960,1,0,0,0,1,286,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,36,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,600,8,2007,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,139900,11.8486831606536
628,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,80,9600,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6,6,1955,1972,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,164,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,674,0,0,0,0,0,1,0,132,350,1156,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1520,0,0,1520,1,0,1,0,3,1,0,1,0,0,7,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1955,1,0,0,0,1,364,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,189,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,2010,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,153000,11.9381932003746
629,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,70,11606,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5,5,1969,1969,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,192,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,650,1,0,0,0,0,0,0,0,390,1040,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1040,1040,0,2080,0,1,1,,5,1,0,0,0,1,9,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1969,0,1,0,0,2,504,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,335,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,9,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,135000,11.8130300574206
630,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,82,9020,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6,5,1964,1964,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,259,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,624,0,0,0,0,1,0,0,336,288,1248,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1350,0,0,1350,1,0,1,1,3,1,0,1,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1964,1,0,0,0,2,520,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,176,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,2008,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,168500,12.0346910287746
631,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50,9000,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5,6,1880,1991,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,636,636,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1089,661,0,1750,0,0,1,0,3,1,0,0,1,0,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1937,0,1,0,0,1,240,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,293,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6,2006,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,124000,11.7280368445872
632,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,34,4590,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8,5,2006,2006,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,108,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,1530,1554,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1554,0,0,1554,0,0,2,0,2,1,1,0,0,0,6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2006,1,0,0,0,2,627,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,156,73,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8,2007,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,209500,12.2524790183443
633,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,85,11900,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7,5,1977,1977,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,209,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,822,1,0,0,0,0,0,0,0,564,1386,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1411,0,0,1411,0,0,2,0,3,1,0,1,0,0,6,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1977,0,0,1,0,2,544,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,192,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82500,11.3205535723228
634,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80,9250,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5,7,1954,2005,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,480,0,0,0,0,0,1,0,468,108,1056,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1056,0,0,1056,0,1,1,0,3,1,0,1,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1954,0,1,0,0,1,260,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,390,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7,2007,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,139400,11.8451027773086
635,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,64,6979,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,5,1980,1980,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1056,1,0,0,0,0,0,0,0,0,1056,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1056,0,0,1056,2,0,0,0,0,2,0,1,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1980,0,1,0,0,2,576,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,264,56,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,600,6,2010,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,144000,11.8775685785581
636,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,10896,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,7,1914,1995,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,256,1,0,0,0,0,0,0,0,1184,1440,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1440,1440,515,3395,0,0,2,0,8,2,0,0,0,1,14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,110,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,2007,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,200000,12.2060726455302
637,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,51,6120,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,3,1936,1950,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,264,264,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,800,0,0,800,0,0,1,0,1,1,0,0,0,1,4,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2009,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,60000,11.0020998412042
638,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50,6000,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,4,1954,1954,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,811,811,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,811,576,0,1387,0,0,2,0,3,2,1,0,0,0,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1954,0,1,0,0,1,256,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,11,2009,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,93000,11.4403547721354
